time value.DAX value.Dow.Jones value.Nikkei value.VXX
2014-10-27 42.1016220798038 48.193533761717 44.1933440227773 -2.05407095338056
2014-10-28 42.8846721732334 48.6395964660577 44.0437382234458 -1.91763599367551
2014-10-29 42.9538080202575 48.4656844337666 44.5928959634247 -1.9503301155349
2014-10-30 43.1052834232844 49.0584271220678 44.7484594048354 -1.95787485001375
2014-10-31 44.1080026337594 50.0793622848066 46.9759439450566 -1.90631879764726
2014-11-03 43.7525141284019 50.3448380437344 46.9759439450566 -1.93712665729529
2014-11-04 43.3494479701021 50.5289896944245 46.932482152825 -1.92518085390099
2014-11-05 44.0541394816323 50.7120519688666 46.885490347343 -1.90128893274582
2014-11-06 44.3470131641257 50.9271136728644 46.2244401282164 -1.85161907971737
2014-11-07 43.9422936538861 51.1634310053413 46.4339242863721 -1.82521228898479
2014-11-10 44.2262309410062 51.3493243290426 46.2659717094509 -1.75353658839259
2014-11-11 44.3073835888451 51.3156257926772 47.272876715084 -1.75416538437858
2014-11-12 43.5598481722955 51.4398230520034 47.1829860175488 -1.77805730553375
2014-11-13 43.7374261675995 51.4342560999183 47.5707876543619 -1.79629050292818
2014-11-14 43.7583793637875 51.4064182420513 47.7924379510189 -1.8019491009423
2014-11-17 44.010958436772 51.1609365996701 45.8701305433939 -1.79817670226622
2014-11-18 44.721182664209 51.355004481657 46.9707091154705 -1.76674004663219
2014-11-19 44.7981234333313 51.3900291083811 46.6699766256613 -1.80949396116778
2014-11-20 44.8509474721369 51.3265115404212 46.2647384428152 -1.79063190491405
2014-11-21 46.0265155456259 51.5697157425242 46.0749791638732 -1.75542285060394
2014-11-24 46.2771133722833 52.2128077281358 46.7849901433863 -1.71707006785712
2014-11-25 46.6349664437857 52.149418634697 46.7726977365842 -1.70512426446281
2014-11-26 46.8919929346496 52.0317129153836 46.5872415719637 -1.67871747373023
2014-11-28 47.2007581662915 51.8248611642477 46.7884544719119 -1.72272872874456
2014-12-01 47.1187557548589 51.8413437923112 46.8725880200129 -1.79629050292818
2014-12-02 46.9795788670572 52.0991436853806 47.0546906588869 -1.69569314202598
2014-12-03 47.1579142612722 52.2920198870223 47.20709497616 -1.66740021482867
2014-12-04 46.588335534753 52.6278185011528 47.7289387419982 -1.66865774392735
2014-12-05 47.7033254571356 52.860293094617 47.7011982077099 -1.64099342409609
2014-12-08 47.3622136983755 52.7569386351994 47.2874707425082 -1.70072300692743
2014-12-09 46.3157500142192 52.6053943294048 47.0786732018478 -1.72524372406859
2014-12-10 46.3442217930035 51.5531308672147 46.2586028241053 -1.90694753075994
2014-12-11 46.6412103738976 51.5469161308534 46.0234343177 -2.0207481612818
2014-12-12 45.3747496735794 50.4679360765837 46.4065558320621 -2.13077645600089
2014-12-15 44.1417669783837 50.0631729863855 45.4542184624144 -2.07796287453573
2014-12-16 45.2288993511421 49.8048486392541 44.7481254373795 -2.17730283208587
2014-12-17 45.1368706259465 50.4991050975921 45.2734593207277 -1.95473124732366
2014-12-18 46.3977986103578 51.7912047471251 46.3907101757487 -1.89688780095705
2014-12-19 46.2838283712626 52.5006702152905 47.4313042796116 -1.87991200691468
2014-12-22 46.6564830735238 53.3290964464035 47.4780304441633 -1.79126063802673
2014-12-23 46.9229724493297 53.44263907246 47.4780304441633 -1.79251810425209
2014-12-24 46.9229724493297 53.6050034954647 47.8290222410986 -1.77994337912517
2014-12-26 46.9229724493297 53.7585036843034 47.7442897312177 -1.79754796915354
2014-12-29 46.9467104754618 53.7697313260496 47.5897389383551 -1.79251810425209
2014-12-30 46.3717422027867 53.5921067859555 46.7832353145044 -1.83590075190036
2014-12-31 46.3717422027867 53.2420091043043 47.1041079846999 -1.98113803805624
2015-01-02 46.1787021628579 53.5093639825225 47.3411383757445 -1.94844391619685
2015-01-05 44.7998275808811 52.9483291469826 47.3772679342776 -2.08802260433861
2015-01-06 44.7832756178666 52.8234808624978 46.3186258237866 -2.13454898042359
2015-01-07 45.0127309033373 53.5245895930133 46.8074193202692 -2.06727453736678
2015-01-08 46.5233607708354 54.8444391535844 47.8615768031871 -1.93461178771788
2015-01-09 45.6290328988429 54.5477095481707 47.9164248260768 -2.01068849435222
2015-01-12 46.2599009954027 54.0905102839874 47.9164248260768 -2.1056273201136
2015-01-13 47.0123040936308 54.0300444445198 47.9356806613279 -2.16221311163491
2015-01-14 46.426270389142 53.5798940760409 47.3263975757803 -2.20811062886059
2015-01-15 47.4455415673607 53.3884486727346 48.7803855129836 -2.27161279898794
2015-01-16 48.0847272050424 54.2669658850782 48.338804540466 -2.23011641355103
2015-01-20 48.50732413112 54.8825457170077 50.2576375409534 -2.20811062886059
2015-01-21 48.7064233717952 55.0333970616164 49.633348451171 -2.10311232478957
2015-01-22 49.3514280601564 55.876517621397 49.9477371624931 -1.96793457981664
2015-01-23 50.3632730204616 55.5578373611206 50.5818562030696 -2.01823316595777
2015-01-26 51.0667314485802 57.277995777722 52.0894414741235 -1.92580946126705
2015-01-27 50.2639612423743 56.2683194174009 52.7993347019101 -2.01194596057758
2015-01-28 50.6535927918115 55.2749063943455 52.5278548457234 -2.17981757591665
